,Country,ID,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
96,Laos,LAO,53.589001,54.09,54.594002,55.105999,55.627998,56.158001,56.698002,57.245998,57.800999,58.359001,58.923,59.493999,60.07,60.647999,61.223999,61.792999,62.348,62.886002,63.402,63.893002,64.357002,64.794998,65.208,65.599998,65.974998
97,Latvia,LVA,69.052002,68.563004,68.141998,67.861,67.751999,67.828003,68.075996,68.436996,68.855003,69.296997,69.725998,70.108002,70.434998,70.709,70.931999,71.129997,71.339996,71.598,71.920998,72.306999,72.737999,73.177002,73.586998,73.936996,74.218002
98,Lebanon,LBN,70.222,70.537003,70.877998,71.248001,71.646004,72.070999,72.522003,72.990997,73.473,73.959,74.446999,74.933998,75.417999,75.891998,76.350998,76.786003,77.186996,77.553001,77.880997,78.172997,78.43,78.655998,78.860001,79.050003,79.231003
99,Lesotho,LSO,59.206001,59.464001,59.394001,58.944,58.112,56.902,55.351002,53.584,51.75,49.971001,48.404999,47.195,46.394001,46.021,46.077999,46.521,47.265999,48.171001,49.112,50.014,50.826,51.529999,52.158001,52.737999,53.268002
100,Liberia,LBR,47.182999,47.405998,47.839001,48.474998,49.283001,50.162998,50.984001,51.640999,52.082001,52.313999,52.423,52.542999,52.813999,53.323002,54.084,55.051998,56.136002,57.207001,58.167,58.977001,59.631001,60.154999,60.615002,61.066002,61.527
101,Libya,LBY,68.522003,68.863998,69.171997,69.439003,69.664001,69.849998,70,70.126999,70.240997,70.351997,70.473,70.615997,70.782997,70.970001,71.169998,71.362,71.521004,71.628998,71.681,71.679001,71.642998,71.598,71.573997,71.592003,71.658997
102,Lithuania,LTU,70.681999,70.349998,70.054001,69.844002,69.745003,69.767998,69.908997,70.132004,70.399002,70.688004,70.967003,71.204002,71.390999,71.527,71.617996,71.695,71.795998,71.957001,72.196999,72.514999,72.890999,73.290001,73.671997,74.002998,74.273003
103,Luxembourg,LUX,75.158997,75.410004,75.653,75.891998,76.130997,76.373001,76.620003,76.872002,77.128998,77.389999,77.652,77.910004,78.161003,78.405998,78.644997,78.888,79.144997,79.420998,79.718002,80.031998,80.350998,80.663002,80.952003,81.210999,81.435997
105,Macedonia,MKD,71.152,71.331001,71.501999,71.68,71.871002,72.080002,72.308998,72.550003,72.794998,73.038002,73.266998,73.470001,73.641998,73.781998,73.892998,73.986,74.077003,74.18,74.305,74.457001,74.632004,74.823997,75.018997,75.207001,75.384003
106,Madagascar,MDG,51.002998,51.595001,52.278,53.021999,53.807999,54.616001,55.43,56.238998,57.028,57.782001,58.485001,59.129002,59.716999,60.256001,60.751999,61.212002,61.650002,62.078999,62.508999,62.944,63.388,63.835999,64.279999,64.712997,65.133003
107,Malawi,MWI,46.576,46.626999,46.650002,46.646999,46.626999,46.584999,46.515999,46.433998,46.368999,46.355,46.450001,46.709999,47.168999,47.842999,48.735001,49.846001,51.162998,52.630001,54.176998,55.744999,57.263,58.667,59.926998,61.02,61.931999
108,Malaysia,MYS,70.726997,70.955002,71.177002,71.393997,71.605003,71.813004,72.018997,72.222,72.421997,72.615997,72.800003,72.966003,73.112999,73.241997,73.356003,73.462997,73.577003,73.704002,73.851997,74.022003,74.209999,74.407997,74.606003,74.796997,74.975998
109,Maldives,MDV,61.398998,62.237,63.077,63.910999,64.738998,65.568001,66.407997,67.266998,68.143997,69.035004,69.935997,70.842003,71.737,72.602997,73.417999,74.151001,74.771004,75.268997,75.648003,75.919998,76.112,76.259003,76.401001,76.570999,76.782997
110,Mali,MLI,45.745998,46.076,46.305,46.445,46.52,46.573002,46.658001,46.823002,47.103001,47.514999,48.069,48.757999,49.540001,50.373001,51.223999,52.056999,52.839001,53.553001,54.193001,54.756001,55.249001,55.694,56.122002,56.556,57.007
111,Malta,MLT,76.022003,76.230003,76.434998,76.638,76.839996,77.039001,77.237999,77.433998,77.628998,77.820999,78.013,78.203003,78.390999,78.578003,78.764,78.947998,79.130997,79.313004,79.494003,79.672997,79.849998,80.025002,80.195999,80.364998,80.530998
113,Mauritania,MRT,58.415001,58.632999,58.839001,59.039001,59.233002,59.418999,59.587002,59.733002,59.855,59.957001,60.049,60.143002,60.25,60.381001,60.539001,60.729,60.952,61.199001,61.460999,61.73,61.997002,62.252998,62.492001,62.710999,62.907001
