Entity,Code,Year,Iron deficiency (deaths),Low bone mineral density (deaths),Drug use (deaths),Alcohol use (deaths),Smoking (deaths),Secondhand smoke (deaths),Household air pollution (deaths),Outdoor air pollution (deaths),No access to handwashing facility (deaths),Poor sanitation (deaths),Unsafe water source (deaths),Unsafe sex (deaths),Low physical activity (deaths),Diet low in vegetables (deaths),Diet low in fruits (deaths),High cholesterol (deaths),High blood pressure (deaths),High blood sugar (deaths),High body-mass index (obesity) (deaths)
Uruguay,URY,1990,0.0253033569122,121.643088622,5.57550027749,368.174168925,2269.84060747,409.36116869,145.332099285,878.911419061,18.4059390192,22.7304120419,29.411005234,122.755233005,886.333971954,953.802689608,962.718108766,2102.25671092,5121.95930033,1702.15968484,1924.47119941
Uruguay,URY,1995,0.0236734295015,136.045202625,10.7539027426,486.925527786,2494.60632417,410.103937441,117.045635758,914.167223629,19.1207805513,15.5456762472,22.449928098,133.012686019,861.00733187,870.603002928,897.40836282,1973.06348939,5084.65294842,1733.65181143,2032.28593887
Uruguay,URY,2000,0.0321679343677,144.768776631,16.1693483217,538.259262283,2580.15567252,355.469342995,100.163987038,911.368008583,20.8183773229,9.6655597777,20.3690373584,161.375626327,779.709778618,736.998134022,792.976238873,1715.09476377,4781.91262098,1714.81148867,2099.33207201
Uruguay,URY,2005,0.0387913627935,169.257628947,18.839965215,496.092263961,2616.59135752,317.342777496,113.609481749,874.067416729,23.6507969341,7.88474646552,22.3920292689,168.947270925,772.851872283,719.536271199,798.92249255,1660.44046674,4875.83707896,1850.52143795,2228.60596902
Uruguay,URY,2006,0.037174189265,172.12384977,19.7596213853,482.308826859,2584.31426641,310.138100078,112.243574756,861.956818391,23.8882182531,7.505305422,22.7444849147,167.694383737,757.975153047,704.824977986,781.421268373,1629.80418948,4810.77834182,1853.22873017,2243.1578677
Uruguay,URY,2010,0.0410747933355,191.27364446,24.7353478127,459.114712244,2603.82654082,292.144377797,86.9477179279,852.746282816,25.283559678,7.18126324802,27.2482889046,169.196314595,741.153575117,667.115468655,711.626637582,1599.51472411,4755.55191841,1911.19083343,2420.80613305
Uruguay,URY,2016,0.0462615941657,222.203325017,34.3295839578,528.430714909,2581.56841228,274.239510792,62.4627430372,843.06853519,26.1153594434,5.65045643045,27.7835865717,166.817838368,743.172205754,630.122210165,628.074001053,1617.87750192,4847.45165331,1996.6393413,2636.71441018
Uzbekistan,UZB,1990,0.143229703001,96.0533201821,33.342302442,-564.238736677,2069.03545062,956.616956907,3400.53455902,5209.92359887,32.3932293259,21.1852771418,14.7727722451,87.1623249137,3103.82334308,2068.95086691,4372.43960509,8976.57715665,20631.9043548,3806.8184529,5341.30374016
Uzbekistan,UZB,1995,0.136472674539,85.2934279324,49.762557792,-367.38121253,2447.82154267,1396.34441758,3247.32762671,5929.20836326,34.1793187526,23.0892366457,15.5337244971,98.4323945895,3711.2397587,2881.38037482,5459.8466249,10921.4943706,25038.1767286,4855.5686184,6965.03577293
Uzbekistan,UZB,2000,0.153969828022,100.136305597,93.583774944,14.5580968414,3326.14490813,1911.89568726,3052.96139368,7213.23163946,33.164365138,13.8644223966,9.30628422559,112.659834225,4399.27501472,3798.81521532,6791.92618732,12806.5761005,30877.6862021,5951.2341856,9320.09366901
Uzbekistan,UZB,2005,0.120082414783,112.863960488,138.664737353,192.29660892,3876.25715904,2330.12972265,2966.9613561,7917.75093887,34.4421112514,7.47066094773,4.97767043067,118.072514421,5315.31940045,3460.20522007,7639.1137067,15463.5752019,37780.0055226,7883.08078583,11297.8579026
Uzbekistan,UZB,2006,0.129377354524,111.125394523,142.198527992,384.189206967,3819.92761313,2292.90351772,2827.15238651,7895.87664548,33.5176491477,7.62681298847,5.06197938696,117.040702766,5288.97081702,3096.39723312,7434.75699107,15475.5200211,38093.2052848,7936.90280991,11513.6637745
Uzbekistan,UZB,2010,0.133151450672,107.536323184,167.837645179,1146.18107054,3685.55721065,2164.7501348,2411.63497525,8099.55962376,28.91044097,5.66155094161,3.67093978885,112.798972718,5563.62355077,1848.75005283,6881.10897796,16415.3036832,40515.8076764,8804.81015028,13025.9884889
Uzbekistan,UZB,2016,0.152008823557,109.804590619,193.261479813,1711.72447632,3241.70210143,1923.87484818,1865.39831508,8436.64418129,21.0279429071,4.77685387386,2.99477658497,88.1973589487,5775.67144489,1350.53183897,6126.80002752,17176.6434901,40879.5619631,9093.83659674,13686.4812407
Vanuatu,VUT,1990,0.00541234258213,1.28147697541,0.122633300979,2.12073865296,63.3997401122,5.80301289209,58.8634513583,15.1984873698,8.63117075747,14.4110938824,16.767222705,1.02711606469,12.9306887364,19.0942283526,22.3313988622,26.7269914062,109.102588801,82.1875018813,25.8274835033
Vanuatu,VUT,1995,0.00457773281383,1.52549594934,0.144600292466,1.48278325307,68.9996965393,6.5594752662,63.108311807,16.8664900086,8.53564017129,14.4731623024,16.974685759,1.2513462108,14.7652691238,21.3268373466,25.0658177865,31.2056797964,124.410587559,95.7829761565,30.9101755479
Vanuatu,VUT,2000,0.00406502757414,1.80397246525,0.158250487487,0.618812929212,72.0325238213,7.14883537166,64.5272007883,17.947847982,7.80911052163,12.8496895193,15.273950032,1.25676329085,16.5052080324,23.3271537298,27.1025656202,35.3103242511,138.08732042,110.549260586,36.6243890303
Vanuatu,VUT,2005,0.00410140763818,1.97471361118,0.16758473595,-0.204398540678,70.5315167291,7.99316786566,65.3871461538,19.9358324792,6.78991505848,10.80160228,13.1007386981,1.51523205525,17.882131216,25.1674719558,28.9220194777,38.8554051456,149.662328755,124.370821103,43.9968306785
Vanuatu,VUT,2006,0.00409764496379,2.00331450121,0.170568826431,-0.345439024522,69.2650920262,8.28779345599,65.5740434356,18.9618080863,6.55816025175,10.3436944778,12.6147806343,1.4544750501,18.1242535301,25.5291616346,29.3904143437,39.4659853175,152.26986797,127.972390204,45.7347815696
Vanuatu,VUT,2010,0.00438900051387,2.24141947341,0.202988345354,-0.854428108283,69.370385802,10.718727373,71.0343407657,16.8473447953,6.06067011474,9.21400039011,11.5280052748,2.17476017149,20.7624355895,29.3895187784,34.0546318834,44.6282129879,175.721933348,153.346790105,59.2563015785
Vanuatu,VUT,2016,0.00541407262562,2.94806530274,0.28798048905,-0.882585163927,82.9283394016,14.7387963503,85.3518512908,25.0615663541,6.0746918759,8.66862799441,11.2659400219,2.5600886917,27.3134455251,39.0788607896,45.2342745045,59.1830045504,234.074486937,205.76353734,83.6353566297
Venezuela,VEN,1990,0.138238718353,254.602374477,15.7073658774,2294.64400317,3167.6938313,666.35223054,270.103012809,2118.29679745,109.177446012,87.0095167132,166.636965978,211.861054264,1066.02665796,1706.31268528,917.807814382,2968.79092945,9018.27581271,4851.93565985,3757.45785533
Venezuela,VEN,1995,0.167980659081,302.305279048,22.709794151,2506.45566642,3532.6057001,723.628136007,247.033788384,2310.12275012,113.660401208,88.5913772426,184.911919487,250.561729443,1180.23455418,1822.61220884,1041.08718919,3221.41807164,10496.4214993,5911.00489389,4457.51486532
Venezuela,VEN,2000,0.206451446124,354.657864137,30.1754940614,2561.59929551,4006.11167778,788.197684984,185.360888245,2639.58230984,106.496933442,77.1409272639,170.362214448,286.227525834,1236.98591108,1800.52822508,1119.04379114,3367.12291902,11448.1903081,6873.27453862,5240.75223367
Venezuela,VEN,2005,0.232261784837,410.662450042,41.655319842,2803.98381411,4633.45300398,839.429125336,146.70770848,2832.30071802,112.543192047,78.2433782161,171.459221486,317.955721384,1402.08129985,1919.42774164,1298.49275867,3941.39794408,12953.5667724,8002.26716364,6303.49513818
Venezuela,VEN,2006,0.215890435577,425.161994395,46.1620174656,2943.7833148,4914.04437188,867.947452508,141.904094251,2915.96861964,112.675928944,74.6456760079,164.278212968,325.267821899,1475.54616912,1987.68779942,1343.2342816,4166.39667098,13567.9663407,8459.06484573,6694.18796616
Venezuela,VEN,2010,0.307537295951,451.279956833,66.6743731208,3277.43031534,5490.48014748,989.404987729,117.20541033,3025.83431899,112.724981973,63.8249460493,140.783900085,352.642855717,1703.37026526,2129.89074844,1407.42545539,4881.34889454,15316.8636939,10029.6558513,8210.88390325
Venezuela,VEN,2016,0.406229852687,560.953988338,124.220814074,4065.46713086,6463.51068514,1242.24418577,93.5771789072,4100.11723469,134.466962664,70.9147059435,154.361387862,424.331587895,2189.64779867,2630.24722036,1786.50763662,6386.83061007,19388.8044236,13357.7335754,11232.5005867
Vietnam,VNM,1990,39.9403573903,4504.53474421,104.041761401,2991.47001153,39557.481452,3778.96393173,26499.4970203,13637.4061705,1220.75011438,2452.5686941,2144.9977099,451.502671568,5423.91657313,8228.32602365,12934.1332835,15008.9092391,56425.3066537,31333.8656056,2392.41724916
Vietnam,VNM,1995,46.6133688844,5623.1850247,167.755922121,6392.79318176,50003.889813,4789.56133109,29707.0571257,16185.0630502,1150.74997757,2262.906815,1966.15360037,632.301500105,6486.35032502,8840.20245898,14929.3485981,18025.3633093,66223.9587392,37393.4297218,2942.40001817
Vietnam,VNM,2000,34.5530818054,7068.82316925,259.503349777,15478.436662,57853.6372928,6206.934924,32279.6716351,19323.7248312,1147.1620245,1802.66434249,1612.50520243,822.947254217,7733.14278163,8145.79718606,16879.5471268,21382.637755,77661.5069046,44342.4356833,3980.04614895
Vietnam,VNM,2005,26.0408389589,8470.96752159,378.327493065,26679.8060217,63466.6078823,6809.56696057,32523.8673598,23025.698506,1121.77720183,1264.22670803,1224.49641409,877.501612506,8961.41096235,7216.02421385,18279.7445594,24196.4507421,88363.4839582,49971.3159174,6471.53362969
Vietnam,VNM,2006,24.8775316566,8737.58906703,400.88078784,28440.3675223,64354.846046,6799.51639685,31770.211634,23131.8389275,1097.11882956,1142.53598731,1132.22704487,868.070810598,9090.7496153,7031.92107255,18268.2865581,24464.6687812,89629.87019,49855.6775431,7012.58191064
Vietnam,VNM,2010,19.9553616397,9718.73527653,469.533801896,32632.4505577,63834.8246573,6801.49207969,26533.5041483,23003.9247928,1009.43290101,779.015855354,865.191085616,765.069101575,9597.2660742,6421.25497989,17745.3802901,25763.8510519,93487.5542645,50151.3626754,9089.71812097
Vietnam,VNM,2016,22.8586550507,11073.8954488,636.848305988,31661.7913092,64940.8206335,6828.33592371,19661.2972786,23332.2809756,920.832054587,598.541268274,768.656250975,687.353947675,10135.4575976,5488.28800855,16372.9155513,28162.7273297,95976.8862985,54510.8573075,11108.8201693
Wales,,1990,0.0946378012637,165.427265908,13.8662164699,520.661375761,4877.57379265,321.43531264,227.368967503,1393.61307168,12.5098063424,0.244441043601,1.19549113004,64.4285556518,1311.17330605,1157.72700453,1187.84406761,3555.53852476,7338.67166022,2182.97690674,2117.7451308
Wales,,1995,0.109657617359,173.728770573,21.9006142625,615.44729296,4907.91074791,281.994834755,122.765940177,1379.77007997,15.3457779046,0.325390509742,1.75180938054,62.1837515004,1288.24281698,1114.96883229,1168.97397442,3451.7385953,7189.97659355,2182.25209862,2283.45854915
Wales,,2000,0.133970625196,196.279420516,29.9229912703,729.07241448,4528.54316443,219.166137021,70.7924134445,1215.88661317,14.5090594932,0.501748919354,3.12341876344,56.8508205899,1121.50723872,948.832774065,1099.05971044,2887.12676228,6179.30358459,1993.17676475,2162.29022273
Wales,,2005,0.194945750082,216.774664269,39.752315179,779.266093394,4142.38097328,170.534980596,44.6475382356,1025.93866416,13.5668003155,0.943123815043,6.26355478088,49.923349889,957.038756324,774.055391296,980.350913454,2365.69846833,5155.56880724,1792.9103261,1971.44149965
Wales,,2006,0.216143760586,223.501396122,41.7066651958,784.077876225,4041.24570537,166.576974244,40.7781068239,990.768162626,13.7996445786,1.09723128107,7.33454059492,47.8567352693,920.407043675,739.429529899,951.20309407,2263.61369603,4968.75890057,1755.16843905,1934.60570051
Wales,,2010,0.233048474328,243.498148341,51.051340892,837.636331,3930.99168794,166.45213906,31.1556697812,931.119113789,14.6229735129,1.20564878132,8.24914739543,44.5920304749,834.010213951,657.397109123,886.500052258,2004.7643972,4531.46397278,1707.3819035,1891.81816527
Wales,,2016,0.2550325803,261.024605304,64.5677455366,937.271046448,4188.67169898,183.900078789,24.8702452879,961.720603098,15.3005548949,0.915154220128,6.64653499345,44.1644404458,849.579071486,668.649804189,919.80109683,2027.46110705,4631.05866699,1708.03237953,2087.84979607
Western Europe,,1990,29.0931370164,31893.8934335,4644.23014727,207713.983042,346800.197276,32253.8181845,15723.1303218,142237.979777,785.578382329,184.082171128,218.022114451,7163.54394965,130162.162524,103608.749411,99502.946246,377704.882118,776506.771797,290787.836277,239674.505247
Western Europe,,1995,36.6394664232,31664.9644133,6075.00234617,186200.507305,356709.058355,29445.1738725,9427.92256321,134213.820438,862.53688367,172.033639515,228.464527456,6920.85521783,126060.43341,101011.876615,96275.6433292,361760.882235,744330.06582,299669.933601,252871.518694
Western Europe,,2000,60.665085625,32940.1996551,6979.28148837,167268.380988,363190.642782,26082.688904,6618.92333824,124729.066512,920.334314838,187.223064708,300.850300245,6564.87073298,118337.322531,96493.8066712,92177.8394414,328008.468089,698011.557275,307140.827234,273980.428316
Western Europe,,2005,114.513422093,35000.9237993,8449.94909389,158544.967018,363384.614126,23080.3757535,4954.30199257,113952.99613,985.373997238,257.174731319,521.209270024,6285.80450994,109231.313955,87963.4236433,85649.5849113,290590.733543,643511.193035,302685.455758,285014.514518
Western Europe,,2006,137.13068749,35484.4731864,8886.38675324,157340.769299,363482.361161,22541.2758024,4663.77554683,112475.261218,1007.84019499,281.442307194,587.837696726,6234.09804121,107213.342902,86297.4834763,84400.4438403,284416.287155,634231.397595,302448.074654,286603.363907
Western Europe,,2010,184.494912373,38847.1695186,10999.4487358,154760.68408,371730.918223,21215.3473957,3787.10586736,111232.058743,1131.33097131,385.502911162,801.234239976,6197.41663414,103759.944373,81716.2914361,81003.1735344,270481.531641,621165.777884,306272.452324,297219.161928
Western Europe,,2016,205.533746221,44607.1895919,14462.8411535,160809.470245,385479.149018,21927.1346352,3103.10585419,118215.184468,1277.90927662,396.658584011,865.176686093,6191.03161937,111075.148569,86417.5849638,85112.5312961,287394.190969,673417.583942,324144.850313,328882.4594
Western Sub-Saharan Africa,,1990,47.6772767754,3844.64055589,96.0225206087,14370.5366861,13344.5541905,2553.24784275,37245.1169926,25478.094946,15180.3506593,16212.2343899,18804.7685649,1945.25067002,5641.13459877,8382.96377952,8820.85972098,10007.3146112,43108.3341994,16718.4475306,6857.24172707
Western Sub-Saharan Africa,,1995,54.5247013023,4629.0900128,176.380825876,17572.5094973,14790.953805,2995.40022435,42621.4151183,29373.3933956,17496.0411467,18284.5682804,21254.3435681,3700.47932689,6875.37581295,9732.53200992,10032.5780381,12402.3723137,51113.8230294,21133.0064591,9999.40356723
Western Sub-Saharan Africa,,2000,48.4174415117,5121.19745002,289.186121079,19512.2978498,15981.3454811,3574.98003904,47532.9704085,32823.6538537,18846.1193447,19149.1061237,22389.8741469,5677.40783018,8336.02718765,11280.5225098,11555.6637006,14759.9456276,61169.9741056,26011.6595522,13490.3694073
Western Sub-Saharan Africa,,2005,53.0127652795,5628.89874187,371.857348293,19189.8605405,14289.0239974,3863.27488841,50220.8666408,32403.7646314,19168.34016,18851.8836745,22108.1558047,6619.84136857,9268.29694324,12242.2017129,12582.5179756,15654.6981134,68046.5036921,30489.9635154,15796.582336
Western Sub-Saharan Africa,,2006,53.0897375626,5773.80915901,384.564455548,19092.9584118,14078.4169036,3864.64982552,51029.9041537,32874.0148277,19282.0731227,18800.0756929,22061.6166383,6574.39619993,9463.56037615,12479.0312766,12782.3715126,15903.1249993,69626.6246622,31442.521384,16358.9658817
Western Sub-Saharan Africa,,2010,59.3428386891,6363.8215907,400.560193434,18258.3778606,14488.0489483,3895.85091852,53868.3518113,34603.9183221,19638.8647703,18420.0342223,21794.9813095,5658.44365786,10274.0898295,13348.4381584,13482.0565553,17042.2605349,75431.7397236,35074.8581358,19101.3756755
Western Sub-Saharan Africa,,2016,48.9010829844,7400.21980495,402.807838255,17519.7357899,16024.7848815,4282.0834058,56169.0241635,49473.8317197,20002.9186489,17062.6126793,21388.4372098,3993.33091709,11734.9586479,14842.4630444,15167.2392548,19988.2446093,86253.2499414,41075.6370693,24636.1975163
World,OWID_WRL,1990,1061.59088164,151068.193792,21806.8872528,516207.566731,2114887.17992,375542.587569,1328648.57969,1362739.09865,245742.645234,384110.794262,432009.61329,50321.6368506,615776.935307,613062.615518,846241.056985,1630271.8408,4209414.14862,1643523.77483,1010886.40932
World,OWID_WRL,1995,1197.77107271,173727.682898,28326.0870109,568551.481036,2417505.23849,412586.569624,1415497.77005,1520150.09082,263457.745217,404220.812331,458499.887956,63272.4072062,678897.674643,655488.012875,923609.065107,1790252.8524,4665509.5056,1909146.58399,1207174.80793
World,OWID_WRL,2000,954.325022784,200924.068556,34430.7145151,618277.529563,2702605.11448,425140.628282,1413673.15925,1654661.33361,279160.092502,417717.129919,483078.989953,78034.4820707,732461.702558,691482.718311,991132.752517,1874807.37634,5056307.03252,2237443.12912,1415468.08278
World,OWID_WRL,2005,947.865665087,245207.886447,41536.9595999,666594.13793,2868938.19018,432739.373892,1396794.67621,1774786.02601,294107.611734,428009.52091,506779.801244,87624.1248458,801608.699201,720199.873883,1046624.49042,2015006.49309,5423786.68231,2708622.10831,1584020.39133
World,OWID_WRL,2006,952.500061031,250304.917526,42949.128579,674396.247717,2844460.35842,432615.512793,1376352.01854,1771881.31609,294679.476013,425056.164318,506412.601441,87145.7910371,805802.370322,715799.994129,1036242.39743,2024224.61212,5441909.46137,2728554.28522,1602936.78421
