Entity,Code,Year,Iron deficiency (deaths),Low bone mineral density (deaths),Drug use (deaths),Alcohol use (deaths),No access to handwashing facility (deaths),Unsafe water source (deaths),Poor sanitation (deaths),Smoking (deaths),Secondhand smoke (deaths),Low physical activity (deaths),Diet low in fruits (deaths),Diet low in vegetables (deaths),Unsafe sex (deaths),High body-mass index (obesity) (deaths),Household air pollution (deaths),Outdoor air pollution (deaths),High total cholesterol (deaths),High blood pressure (deaths),High blood sugar (deaths)
Senegal,SEN,2010,176.159647336,14.8374467435,133.523981211,329.152348016,456.154890994,608.498638752,488.784686869,653.004140187,97.5820163553,75.2110389307,541.835452959,312.007167825,1876.69673322,761.029735357,946.553878452,592.728584858,368.17971503,1063.1104938,558.024445214
Senegal,SEN,2016,182.404387098,19.7236856187,164.979645449,401.834933558,552.880862085,726.485762662,612.107790364,780.740517556,112.2352477,94.2355416785,674.407496829,391.103161728,1845.33144342,1027.23392442,1086.56340295,917.998149329,462.480289402,1328.72758478,694.249728492
Serbia,SRB,1990,1.17445270186,12.1457018809,139.222203724,1121.64060384,1.27163033563,1.41089043942,0.707086080872,1505.36821146,48.9016915165,81.3111502577,466.321982239,248.988920123,174.665930285,853.864226867,470.092263929,424.120156181,801.103656174,1144.45149667,300.154692835
Serbia,SRB,1995,1.16186819447,16.1889817045,154.850757763,1279.55105393,1.40068384869,1.59916161563,0.764493823701,1971.95335657,58.2507324658,102.249829158,610.508410388,334.80864085,214.502007073,1063.51995539,557.620147967,475.373485077,1018.3770138,1436.07751853,382.257707932
Serbia,SRB,2000,0.976296906375,15.460451922,148.073277133,1234.53269158,1.09622021577,1.27805735173,0.546210428617,1968.05281752,53.9893010624,96.3843441763,592.24331869,323.183208255,205.319918996,1019.90340779,491.753629125,442.591501946,958.053634216,1330.21810317,368.863648947
Serbia,SRB,2005,0.823000188757,12.3561915705,144.628174626,1076.42613807,0.767415711128,0.92419474832,0.336806966019,1568.71353282,45.4849814523,75.2335609636,452.550975227,249.707038996,162.864872253,799.87301353,325.641700291,315.675568351,736.744792858,988.862672566,293.862075671
Serbia,SRB,2006,0.784738365818,12.4405151099,143.569876758,1051.0820406,0.716431004562,0.879326368599,0.310318954055,1480.72537302,44.2520544127,70.8604601927,424.193534721,232.64500812,154.726772218,758.701313,290.236893494,301.644132317,692.420653419,924.28785929,278.654226464
Serbia,SRB,2010,0.690386869493,10.8612979738,136.133125186,987.699491847,0.619377218104,0.804143347909,0.251555199624,1293.65503918,39.7850808281,62.347021818,343.896100459,174.816241622,139.527615943,683.748804072,202.114047808,278.033963499,595.180438664,786.929047425,249.690742104
Serbia,SRB,2016,0.753299259053,10.7507727833,135.973637323,1036.3871166,0.645744627373,0.725710518455,0.220117268961,1248.06540066,37.9163343219,61.4137623762,315.514127981,152.141059539,131.828939402,679.630077346,191.413348017,265.029111801,578.896512603,764.452187589,250.747708069
Seychelles,SYC,1990,0.060916091339,0.10196489382,1.56325606162,8.83663585352,0.100564357658,0.153083575578,0.120803682583,9.67849134476,0.759869526126,0.738403735743,3.53949213345,2.9152980572,1.50655529677,7.51281307391,1.04494660226,3.65337688655,6.29693787009,12.9270441505,4.05421639611
Seychelles,SYC,1995,0.0414264144641,0.181737088184,2.26644824391,13.6325236065,0.0932378250798,0.133413336731,0.0914175966964,13.9430289199,0.817923310537,1.03790162609,4.60974031084,3.68143808519,1.9751236047,11.0677576033,0.827501016817,4.78398840443,8.72985964779,16.9677647688,5.87859561147
Seychelles,SYC,2000,0.0423689202883,0.266789806323,2.80303834994,16.8219425243,0.0948375383071,0.127496191688,0.0695283061217,14.7612615988,1.06788202731,1.13179005885,4.84402716022,3.71329556359,3.25944180851,14.930257368,0.559236175138,4.99429295374,9.48717738307,18.8856341263,7.46471644311
Seychelles,SYC,2005,0.053867577214,0.289065471023,3.34972749726,17.5730618123,0.107177000121,0.133321325997,0.0656747936867,14.0714832302,1.17834259725,1.11022248095,4.8612560786,3.56440123844,4.22371329562,16.5360440355,0.401430052794,5.06281185865,9.06695669882,18.7655131486,7.90146519063
Seychelles,SYC,2006,0.0480527315103,0.278322007725,3.38316121114,16.6339903334,0.104928884457,0.131260905455,0.0640287317553,13.3306677591,1.12641262268,1.05198843412,4.58266685866,3.33597942472,4.25359492588,16.063819703,0.358092844521,4.67945963028,8.55116494004,17.984314373,7.83408818845
Seychelles,SYC,2010,0.0417079362936,0.263060101734,3.737306022,14.484223627,0.100809234467,0.124958213491,0.0578397324578,11.9370396516,1.02371269214,0.97801819849,4.09000455067,2.94145936594,4.67641648094,15.531846508,0.249345833701,3.84913539472,7.73105467361,16.713461627,7.69493405649
Seychelles,SYC,2016,0.0346635562081,0.270778273818,4.36639008034,12.9545204412,0.0888377971572,0.106529403285,0.041651327548,11.1300808737,0.978280245251,0.947570848008,3.61474068372,2.5770462675,5.9143085767,15.9556120719,0.141557548015,3.57236278993,7.32982922836,16.0918901781,7.89408780849
Sierra Leone,SLE,1990,92.4849210404,5.7856591055,14.8546657344,769.656240333,314.700983809,450.600372384,395.415937199,453.132225194,45.3739125575,23.6448131414,196.179235614,132.2100112,118.784781907,130.608096952,490.846655545,211.892992359,148.026686715,430.820998749,133.738710066
Sierra Leone,SLE,1995,92.2968729009,6.13226577003,17.4418951401,821.125808771,301.676015074,429.282860454,376.98451266,407.187641541,45.3126070209,23.5160247905,182.335362875,123.692914884,243.542768043,141.673278818,465.630284814,200.922481417,151.066493338,417.019982251,136.352555733
Sierra Leone,SLE,2000,111.674022403,6.18474384304,28.4777247276,1017.12358893,313.663993862,440.651839754,386.746047689,434.56497485,47.1080180897,26.6539673359,207.830549984,143.205446542,658.388896399,181.163156352,509.71082848,218.607190152,174.409830109,487.898839129,161.464272481
Sierra Leone,SLE,2005,130.219782832,7.09245061597,55.7433961239,1298.83005006,399.651543658,562.600722787,488.208910526,562.700553745,52.31169395,34.7846883784,283.571522921,191.231698276,1679.66134046,268.385553947,649.657691689,259.391512306,228.971687574,657.456262651,220.043257882
Sierra Leone,SLE,2006,136.186812352,7.30840410811,60.4452427958,1308.48402316,417.178573186,588.829819631,509.429889423,583.556399266,52.4642038297,35.7436975679,293.443953038,196.430202665,1881.08613595,284.198100766,667.365575217,271.147971493,235.42411444,677.904943115,228.041194584
Sierra Leone,SLE,2010,166.571738897,7.99695364898,74.7687607257,1274.53643857,451.431451228,634.564460267,543.87108299,652.056060411,55.8060143617,39.3570498961,324.715598569,210.520225925,2302.69719309,333.662358549,721.697834276,314.219569271,255.647314302,737.682667959,254.608017949
Sierra Leone,SLE,2016,133.369455742,9.18354754403,88.7700571523,1155.75408869,474.962763687,662.382765183,562.48221025,703.446356488,61.2206913933,44.7733479123,347.875297187,225.336585101,1950.05336794,428.52490647,767.580293692,441.720995567,285.132161608,800.997725681,287.822829724
Singapore,SGP,1990,0.162535539649,2.75872082436,23.3075176574,51.0006485947,1.69623436455,1.2133030017,0.932827254194,211.988160586,36.0130000351,26.0702863037,100.919051971,61.7285384827,30.6628316734,110.556445021,11.9200288556,89.5120897908,184.289358343,232.747490433,106.09041349
Singapore,SGP,1995,0.12449633917,2.84637038596,21.257014542,50.411889551,1.27785290691,0.636267753109,0.415771687863,191.527422437,33.3640752779,25.3392141951,83.003219839,50.4017877936,49.0928185695,114.528796952,1.72771772324,81.9722188861,167.061602915,224.526662827,94.0489652854
Singapore,SGP,2000,0.139546167192,2.90322120904,24.0496659544,55.6020780617,1.10248649538,0.335769746347,0.179484836423,170.533219441,31.1717911512,25.5702328008,71.1018996826,46.1440860308,59.4359813996,123.217311491,0.403901903146,80.5956211171,161.187516998,228.061595622,90.4562944595
Singapore,SGP,2005,0.126345585319,2.89625792593,24.9887549352,46.2373391541,1.05842094551,0.283670411215,0.116024894055,149.558723239,29.3810764308,25.7266002624,66.4422388376,44.4293630851,48.0658960216,131.100761888,0.220786335291,94.0862755768,161.338422132,229.136188797,84.7081279838
Singapore,SGP,2006,0.123872991554,2.91760124229,25.6634190455,44.0845172553,1.0559314229,0.289934182701,0.109164962473,146.433877751,29.7085600899,26.0280318085,66.3182769599,44.507169482,45.8137157515,134.978954622,0.196415208875,91.3219317182,163.988632862,232.741160871,85.3907350832
Singapore,SGP,2010,0.10342857355,2.46169725459,23.6363393902,35.5191254996,0.906655881116,0.293300837734,0.0831199970195,120.407746058,25.9141625537,22.7720355009,55.866480417,37.2517045917,34.6298355006,123.250685637,0.106388608237,68.3873539728,142.87975599,202.517307278,68.0686220112
Singapore,SGP,2016,0.0887751670071,2.08956168038,24.2604342518,33.1591688834,0.778779497231,0.289166917754,0.0643141905815,89.3941879996,21.4541568535,17.9552117841,42.3164908128,27.1108704348,28.4797206154,108.85716802,0.0479037664352,64.504572605,110.824517084,163.517704248,55.8809794007
Slovakia,SVK,1990,0.480857630943,15.6832382063,131.250015515,1358.25169475,1.98320324943,0.947459386107,0.301377558797,1144.27341427,48.5949004614,74.3958835086,345.834033714,242.216952023,70.8945053172,543.522197424,43.3055518088,383.29440982,706.791715205,823.237199375,191.572874613
Slovakia,SVK,1995,0.404730455054,15.0083080156,133.631037489,1218.93845882,1.6833012347,0.849531400259,0.227274258771,1024.77068549,46.0255527991,66.5695118429,306.157260977,210.402869137,73.6112459456,497.413354702,31.6527875804,299.974573456,623.02433502,733.485086458,177.606709113
Slovakia,SVK,2000,0.347015688964,14.7612180003,154.741949363,1189.54009454,1.36244721513,0.812819527268,0.208550309732,933.180261938,46.5276042726,62.0607385583,283.784110563,178.987237526,73.2894766417,474.62136678,24.4147435638,253.280295371,568.517198617,701.067778902,175.543711921
Slovakia,SVK,2005,0.291769425589,12.6483851613,155.871938362,1025.07999502,1.22450742552,0.772246343308,0.204292369374,771.45140814,43.1206417309,54.0829507935,245.679958383,161.325829252,68.9885838113,403.894008503,19.0683060627,215.435684595,493.350852386,626.109126985,155.563841648
Slovakia,SVK,2006,0.287652258221,12.0734637561,157.913906409,991.894597607,1.20324433881,0.764976809634,0.204383099719,737.654420703,41.9729466294,52.1700945341,236.275505319,156.43765326,67.2853650047,391.088435582,18.1096428102,209.166505858,477.096839637,608.139997719,150.289050714
Slovakia,SVK,2010,0.289035860274,9.72737208576,139.651730923,833.939781223,0.971660138262,0.708437756952,0.195270455982,562.23069674,34.7513734376,40.7188032648,178.251045565,106.616895713,61.3679149436,318.209433417,12.8556078405,165.041047057,366.020237934,480.193015107,121.679148716
Slovakia,SVK,2016,0.262310813314,8.27091203945,122.46921478,715.863087173,0.79712342017,0.660278534399,0.182089827056,434.931390998,28.3132816566,31.8435830662,133.433586213,73.0110519779,55.8199605209,267.668038004,8.60742114235,130.230846359,280.118322603,378.34870084,100.760596885
Slovenia,SVN,1990,0.133440093491,5.77672610958,51.377085589,466.53126419,0.206724102929,0.129988785689,0.0464044860942,264.61233025,11.0446821881,12.6753888401,70.1347142079,52.8999299824,20.8821992732,106.221590204,25.7988150539,66.1963663905,120.07589316,175.66869326,36.1936655953
Slovenia,SVN,1995,0.11489553393,5.81511338663,55.8343655038,424.344321672,0.207140548633,0.12211562925,0.0407124281915,269.726891509,12.3956441006,12.6080662672,66.5030424909,51.4326893956,29.3122127626,110.78245077,21.524373433,60.2128509299,116.053317445,167.897810472,41.5072756148
Slovenia,SVN,2000,0.130973497513,5.14862970258,62.8637645427,375.824064107,0.186413854017,0.149981820516,0.0451059700336,257.925330135,12.2009635597,11.5302380031,53.5488396774,42.8339911831,22.4782608778,107.390241623,15.4411440474,51.0516176112,102.147543552,151.346860116,39.8962543233
Slovenia,SVN,2005,0.108482825567,4.08405970175,57.149609848,283.019286071,0.130689359327,0.122152269333,0.0357121561108,191.000259152,8.99842748785,8.88158841896,39.4468720688,30.9694086505,16.1401712406,84.6333489939,9.19930386679,37.9897151451,76.1321896681,113.806937655,30.1228434549
Slovenia,SVN,2006,0.118610465817,3.9299358784,55.7851866304,269.651922568,0.119868865234,0.104482459994,0.0305481508892,178.271884781,8.23251005228,8.40023113398,36.8839721979,29.0599493181,13.2562904946,80.5742479644,8.14707708203,35.5396069015,72.4938516449,107.40672721,28.0180498569
Slovenia,SVN,2010,0.0776441184713,3.01251594686,51.2398535143,204.35845106,0.0842423968136,0.0800490174108,0.0236462670844,128.934768531,5.77758274309,6.36721218834,25.4527312528,20.4562027389,11.1438183251,61.521138107,4.8914478996,25.2859716536,52.8264746524,77.8507428744,20.1049722779
Slovenia,SVN,2016,0.076441165019,2.20182945465,41.4969579837,165.80567112,0.0643800132799,0.0767041844207,0.0228170517539,86.9662573799,4.39017119446,4.77106983972,18.105823126,14.2932403741,9.6773994589,46.9485848013,2.69198775402,19.3990940515,38.588283343,57.3477451294,15.0024171393
Solomon Islands,SLB,1990,1.7624230222,0.56898207336,2.42012116844,10.0322405416,5.75814299512,12.1201251405,10.7911485219,94.9703808149,9.14536474811,7.97881584505,46.8655796364,38.5158489913,9.18217674252,96.2773813299,79.092866461,15.3106144363,48.7673615431,64.9672596685,66.6962285586
Solomon Islands,SLB,1995,1.84098394427,0.598093263676,3.12720253271,9.60322156752,5.07675353342,10.7161383486,9.52234681694,100.984633896,9.62729862915,8.75978640202,51.9587819134,42.4933898606,11.4559618523,116.699657723,84.5379126618,16.7571356377,54.1534151501,73.516183278,80.0440381803
Solomon Islands,SLB,2000,2.24402769894,0.732694426436,4.12127869855,12.639635602,5.0030443965,9.8275030118,8.6764147874,117.880470196,11.617698046,10.8467568068,63.0263640419,52.0195592663,14.6070065899,155.380182005,99.3255922496,20.0334433251,65.8389412509,91.6714367165,101.303436851
Solomon Islands,SLB,2005,2.91782347143,0.981778375512,5.04509674521,19.1176388976,5.61112170303,10.4894546874,9.22479970595,155.130712318,16.1275017157,14.7123202969,82.0552908381,68.9039681789,18.8417123179,214.891385803,126.124675097,29.6824455812,88.2049029204,122.335045724,147.320856704
Solomon Islands,SLB,2006,3.00273018483,1.03448383965,5.30928456876,20.8837848166,5.67582030224,10.5273045042,9.24180950055,164.105158983,17.3387051072,15.5224135991,86.0794872692,72.6310339409,19.8164642663,226.240948589,132.125132155,28.997601731,93.3885421859,129.440351789,156.732545458
Solomon Islands,SLB,2010,3.09517504464,1.21596528332,6.3962004528,27.6124135627,5.42177439004,9.83500859103,8.53446963154,192.450600161,20.9558402218,18.4461291193,98.1011562598,84.7036675388,23.8557575884,261.957532195,148.381350097,25.216290103,111.306382958,153.937275858,187.66491283
Solomon Islands,SLB,2016,2.706428489,1.49335072509,7.81414380981,34.5579364558,4.39768598476,7.93320783425,6.69747268828,207.593226217,24.002878454,21.814502834,106.989356813,94.1064868723,29.1554465683,293.271229974,154.073982662,41.5936782154,129.830958061,179.562740615,231.568541073
Somalia,SOM,1990,158.364297566,11.5725395228,17.361446119,137.247352564,657.158034508,928.891723687,820.546347406,591.070119576,93.2488173392,36.8156459285,495.583421385,347.910593439,543.938540003,501.015279417,1019.72280664,389.041280285,316.412833297,884.658461177,333.319418874
Somalia,SOM,1995,155.092356077,12.3120488519,24.3364372042,140.006533464,656.723821188,928.722127362,822.230250057,590.949793718,99.7999692775,38.0913447855,489.46424354,348.994820355,892.064356445,458.839086501,1009.96158969,384.212946194,352.296898717,887.682395374,347.883076904
Somalia,SOM,2000,184.320051564,13.4679056041,37.110125847,146.809578855,686.856832234,967.302330121,860.007340488,623.915187229,101.435844298,41.9919393586,488.639096509,360.496142005,1494.58415762,448.172762294,1045.01099429,409.636913217,392.420202322,913.870217067,409.971444596
Somalia,SOM,2005,182.158959788,16.6507007324,50.805854388,166.634544243,701.566401679,978.847654659,869.140968902,638.945682787,99.7237608556,46.467686217,504.092345414,380.670925011,2007.0201929,516.680649854,1094.69777797,400.541738123,416.999428627,958.221719982,468.417153503
Somalia,SOM,2006,185.201720755,15.4031028978,53.0958624283,167.850518604,706.009514892,983.052192263,871.023861877,638.312466308,100.352267042,47.0497708133,507.428834129,383.954805729,2063.82283273,533.087741512,1104.10773084,406.493132758,420.670851734,966.850358623,477.180392298
Somalia,SOM,2010,205.161790416,16.1706750017,59.9972482567,189.270572297,723.654898674,1000.433091,869.541411176,646.429089178,111.988983113,49.6895716011,520.33962417,395.350572241,2150.63565324,596.289122355,1144.10758367,429.945658056,432.63046166,1006.24613798,514.670562934
Somalia,SOM,2016,188.506944461,18.522711354,66.9462709684,233.844972867,791.092998262,1087.2348458,919.748247584,696.929317281,121.090258934,56.7394597669,586.941754647,445.982379989,2029.27807906,716.582872149,1261.64802987,544.15409914,482.804982034,1137.12772281,605.547809307
South Africa,ZAF,1990,93.2160465391,175.967369195,2378.4006445,15614.6170711,1804.74127098,2591.28665021,1956.15946067,7884.2130443,826.201296398,325.599976952,2311.65563102,1278.03966851,2277.02703237,5345.96743803,2804.84024677,3118.60777456,1511.72722412,4527.38380127,3663.66281886
South Africa,ZAF,1995,50.6377039451,193.232177741,3187.81907372,15383.7627543,1720.57984167,2593.38979848,2073.85199083,7636.81309577,658.440071857,329.481089154,2231.78458367,1227.26648142,23807.172564,5341.16631166,2351.53858176,2991.75477919,1526.2645464,4469.55171602,3672.16318191
South Africa,ZAF,2000,78.3753339475,279.314915844,5108.83882711,20403.6363294,2104.5169664,2865.88482532,2290.08158899,10154.3494637,953.562749306,480.223948344,3200.49463209,1777.48221581,125266.752664,7976.47789441,3228.04911781,4201.63397684,2258.60371137,6471.99337036,5780.99392828
South Africa,ZAF,2005,151.797175586,310.278356823,6687.96867412,22880.938697,2208.85037663,2705.17047648,2087.25919804,9366.87804522,1114.63136771,513.929008859,3339.99273875,1806.17157247,244255.918127,8949.64115477,2957.08778334,4433.94347177,2375.97496773,6660.77072081,7190.89795961
South Africa,ZAF,2006,153.239185255,311.586323272,6690.4591257,22633.505295,2144.18026597,2602.18500958,2033.05051716,8796.65370514,1075.11174118,491.924813861,3172.28206406,1700.89553963,253973.76633,8625.0579312,2777.71147498,4173.26420082,2268.01690586,6356.08352003,7048.09661218
South Africa,ZAF,2010,99.2127560294,239.344919813,5504.00595638,16753.6486656,1626.01741558,2000.60216095,1640.25699992,5740.25806166,737.109214512,337.786286072,2108.75391561,1099.30336836,226830.477423,6038.74778112,1644.59010184,2685.56083953,1572.6662888,4400.15181299,5112.59733778
South Africa,ZAF,2016,65.136272169,261.431371589,3245.14088744,15749.2474082,1383.56618823,1610.2477921,1262.2344943,5606.31267904,759.161253716,385.146381434,2467.32239962,1253.50558451,112225.071064,7478.35613886,1064.81101361,3091.4849733,1841.956199,5185.40126793,5899.80477493
South Asia,,1990,19851.9641161,2367.89077846,9868.74589155,80300.7754964,47587.6387603,88119.5814582,78025.6294401,126476.347536,16855.2917408,11593.6385925,75626.7026858,61998.0414611,20223.7299075,36720.8498359,115529.445782,89024.9009925,93732.0202174,139338.462501,70133.7874542
South Asia,,1995,18168.1378524,2896.30619712,13903.169312,96032.848035,48164.8222398,89180.0653501,78422.4161055,141510.462057,18340.2607416,13475.2547418,85186.6822009,69577.2865236,39341.2971454,49869.3501759,123401.065314,102104.535779,111000.660338,161559.22613,85387.2433215
South Asia,,2000,16119.3839207,3531.13362771,21972.6460189,114271.920465,47736.0742031,89214.2994738,77392.2388604,160977.292937,18852.8228752,15550.4627422,94289.6117204,75669.8092833,91836.0838736,66637.8350168,130984.634185,116008.709297,129034.129306,184536.325869,109353.334579
South Asia,,2005,14100.3412491,4477.60811052,29957.8400754,122094.537076,43312.9329101,81469.9800562,69128.8654829,170341.856422,18509.9397797,17442.867899,102366.225566,82136.8449154,134531.937307,85810.389373,133485.651346,126802.429157,144288.562781,203307.232489,126452.322298
South Asia,,2006,13811.7174204,4152.87264182,30706.8131881,123345.196348,41967.1523574,78939.6275349,66549.9994199,172438.37406,19162.4569991,17977.2835656,104661.709711,83971.4159273,135774.611402,90278.6816377,135178.261394,129747.636873,149217.636575,209072.321429,124311.154791
South Asia,,2010,12282.7815851,4628.68303352,30573.0362524,126177.686946,36064.6130764,67923.802672,55431.5597268,177456.287258,22141.4885719,19966.4211486,111173.54425,88737.9606286,115213.298852,111144.210941,134235.993678,138807.393215,166416.932497,229068.454686,120157.321654
South Asia,,2016,8516.92691355,5046.00066627,29584.033068,129528.869431,27543.733899,53082.2525833,40113.3089036,163215.353336,24297.9785685,21861.4628464,116675.195061,91579.3551426,75510.0978145,136951.095765,116319.224069,157336.553585,185676.499655,248917.67006,125382.585966
South Korea,KOR,1990,13.3122606131,195.972656218,525.224053466,7097.44247516,11.5196132543,16.0281214726,12.432255313,5839.83090941,674.762566353,522.50197488,2931.56561618,1104.06688491,420.183405693,2653.2893613,91.3277785072,2115.49093242,3008.33662955,4006.59460172,2443.90107055
South Korea,KOR,1995,9.16314877812,193.284927589,661.866783402,7100.72457736,7.97504943456,9.86161993989,6.57297362458,4386.02388837,448.75210469,321.749357693,1878.94328098,729.374225021,404.951398868,2206.66758351,6.25593700043,1444.62062323,1847.05712144,2656.67154185,1974.69435267
South Korea,KOR,2000,6.54487512799,176.832593658,825.306982749,6542.84351584,6.236441848,6.50047600018,3.61645556561,4000.28769217,335.379582083,274.395652721,1489.18443774,685.636147205,366.892956858,2065.28998153,1.0703720652,1221.75402271,1459.90330347,2138.63076679,1897.03360519
South Korea,KOR,2005,5.34554394809,149.891820631,831.30737289,5608.23848979,5.09806701508,5.80272850921,2.43957797842,3265.09612902,250.560596547,239.800926038,1097.8173063,635.449327267,338.472617059,1730.77519966,0.529351250707,1015.03244963,1234.04711471,1716.28317104,1694.24281381
South Korea,KOR,2006,5.11477974506,144.536111777,817.261743157,5385.89554586,4.98082390527,5.92175330342,2.30236513077,3000.3034338,237.820290389,230.232426914,992.321656355,608.736281772,329.078501097,1651.64343826,0.458471012141,960.864813959,1180.32257244,1619.20298695,1610.34901714
South Korea,KOR,2010,4.11108214297,121.799345168,818.323879629,4816.61509071,4.82861743231,6.59395592839,1.94754290515,2246.21034764,202.701762674,200.107305998,729.319810302,521.020929718,294.511099107,1455.75312409,0.280564101187,807.44315979,1008.66701608,1331.69057668,1343.55393047
South Korea,KOR,2016,3.7880902231,108.863416813,760.022282869,4076.17947973,4.27333276571,6.62303876575,1.54029652262,1797.75434472,165.178107044,172.213583351,677.427398424,436.517203403,264.15940415,1344.64607754,0.161145728859,735.551146894,873.470759151,1118.80929208,1186.27375316
South Sudan,SSD,1990,98.4059999269,7.56529399066,28.4250939577,92.8025720767,550.183741463,818.80973829,711.860819588,270.157540922,27.0583113697,17.332427078,224.210543453,151.099824858,1319.51065797,360.20150622,588.912341217,300.234423348,128.604954013,403.385929066,172.546200888
South Sudan,SSD,1995,89.9292395645,7.09620829312,51.4779380544,91.013419328,525.707387749,780.452571754,673.965653601,267.825107348,31.54279506,17.3305672749,211.495783985,144.956193125,2553.58098385,349.545253906,561.724887328,287.933036547,137.087146583,386.45632315,173.670639189
South Sudan,SSD,2000,100.148938301,7.86021379155,95.5095244941,101.199203751,562.469419371,832.17750631,722.425229311,306.052013894,37.4901699239,19.7458297519,215.922385861,153.153665515,4685.10207105,370.916719379,597.336312327,309.231412381,155.51208643,407.965311992,206.367027468
South Sudan,SSD,2005,107.792311802,10.0000992934,145.564818593,126.397195078,668.632675903,990.418875533,870.052149361,360.837344848,44.5175896218,24.4603245592,247.658878275,179.209787054,6695.02546757,445.440651353,695.557290026,328.685061297,182.843637137,480.869902351,262.179264192
South Sudan,SSD,2006,113.173485876,10.559877472,156.229490609,138.015890411,737.067486945,1094.3040882,962.539127856,385.169882282,47.9956221669,26.1999705427,263.82422116,191.30039575,7037.00515551,480.822253024,745.336773107,354.704991567,195.024251892,514.539352771,285.002833696
South Sudan,SSD,2010,120.905095668,12.7252644478,184.568134826,169.878604039,839.727757301,1241.40744383,1096.57757055,445.375144655,49.1001366054,30.9956964949,303.928711672,220.445904246,7872.54751428,582.923996681,854.954511524,418.499844707,224.92045858,601.947127482,347.420212567
South Sudan,SSD,2016,145.307945735,17.4132938664,191.043171215,240.355337314,1045.30561455,1536.45510415,1357.76434058,579.489678056,57.5003708296,42.0010044178,409.585381243,295.583023347,7461.81436877,827.279506015,1098.26407337,630.653543786,300.466413553,819.094896417,491.451743116
Southeast Asia,,1990,2316.28333376,1070.70359637,6828.75390815,38675.2605737,5157.02249028,11839.5815354,11679.9645545,61356.4749614,6088.92562158,3751.46390924,26520.6395198,20666.8636431,6392.65573885,19316.0108926,34454.6833052,20787.6307496,29322.9558739,50967.7893621,32446.7041153
Southeast Asia,,1995,2207.70689542,1291.29113684,12045.0963956,48832.5738661,4377.8658345,10095.4847631,9586.31608167,71334.9355563,6663.18585085,4401.79286573,29852.3637124,23052.6184972,18874.6378292,25860.6470699,35005.6591127,23978.2460984,34531.6797884,58100.5531605,39012.9832551
Southeast Asia,,2000,2072.52061697,1608.01813443,20699.0204031,59710.3313711,3873.59080665,8374.42497041,7071.64332406,83149.7194813,7849.91284557,5318.29820651,34552.802351,26225.7177956,37953.3345506,37140.6284906,36110.5889159,28259.6911722,41626.7190481,70434.2572996,46013.410633
Southeast Asia,,2005,1835.86695729,1752.79810813,22895.3977982,63548.412724,3485.65231975,7076.90671318,5316.00591106,89369.8482403,8772.27091345,6087.87347444,38195.4479138,28546.7190411,41633.2147671,50100.1819243,39203.3058909,32145.6790431,46465.1562977,82213.9336335,50546.3541518
Southeast Asia,,2006,1797.92158996,1802.63572547,22421.5261842,63795.1615031,3423.74363953,6847.79412713,5017.14384005,90194.4087778,8937.01429752,6231.33186791,38635.7711101,28951.4398575,39964.8441941,52267.7337134,39679.4404753,32242.921266,47460.3402025,84674.3763339,52069.377667
Southeast Asia,,2010,1643.82664529,1852.89048661,21126.2037741,64008.0571441,3195.22751928,6135.68229948,3980.67047684,91086.1470392,9264.68772893,6710.54638644,39556.7383221,30016.563112,35222.8635433,60145.2812991,38733.1349197,32132.6167135,50271.5865293,92032.854645,57015.9518744
Southeast Asia,,2016,1249.31001359,1852.41219839,19184.3580013,61753.6923999,2650.04865612,5199.25366186,2780.66697907,88841.1717855,9064.15167916,6732.3069807,36704.0365084,28199.5480165,29048.1278141,68561.8154824,28076.1122558,32537.9653533,49961.086893,92253.3021222,60645.3528843
Southern Latin America,,1990,34.8251032508,85.8211482428,1119.28615017,7437.21756872,51.2012335336,48.0318182193,37.5293726939,6359.77540767,335.245338799,379.321551074,2286.31822365,1577.31353633,1499.61793409,4380.44663643,655.499669395,1681.07022766,3220.48558651,3849.13425763,1515.47502667
Southern Latin America,,1995,27.3490300601,94.1084530504,1322.65891184,7010.70565035,39.7334332554,38.0999408652,27.1422990698,6016.37217123,339.18856285,347.353560648,1931.34277046,1409.95090776,2516.84937907,4344.91747592,445.913203707,1604.72515067,2917.74987255,3933.18344653,1446.64458378
Southern Latin America,,2000,20.6339321015,100.953764402,1429.7514711,6004.85003576,30.1738636498,28.9443240027,17.9044789949,5402.45991381,321.527827024,295.202720638,1457.98490813,1179.33091298,2718.43556298,4090.72567177,300.12099802,1437.61995936,2473.34462817,3789.38551228,1388.19268325
Southern Latin America,,2005,19.4730892794,102.945680325,1384.16475095,5482.48033349,27.6046020285,22.4438283523,11.4591541374,4734.36429055,298.044428073,265.232616292,1246.7126948,1038.89699405,2477.15732124,3758.3642012,212.270588496,1268.60726968,2186.71027427,3409.12889944,1304.81494086
Southern Latin America,,2006,19.9729048193,104.044312615,1394.34125256,5523.35803943,27.7524320824,21.7771293055,10.6338717512,4629.40293512,300.82430445,263.814123036,1210.05553666,1027.97132668,2506.15078613,3753.49341187,199.471793749,1255.80855081,2176.78551801,3379.8301485,1307.53590922
Southern Latin America,,2010,20.658659053,110.684831358,1430.71890206,5837.37831022,28.4428693398,20.1722493423,8.40413513543,4340.46163945,315.369878808,265.860451158,1084.41920139,999.11494436,2453.62973915,3786.09045338,151.35077074,1228.54828482,2171.74559579,3327.5982917,1339.14845552
