Entity,Code,Year,Discontinued breastfeeding (deaths),Non-exclusive breastfeeding (deaths),Child stunting (deaths),Low birth weight (deaths),Drug use (deaths),No access to handwashing facility (deaths),Secondhand smoke (deaths),Poor sanitation (deaths),Unsafe water source (deaths),Household air pollution (deaths),Outdoor air pollution (deaths),High body-mass index (obesity) (deaths),High blood pressure (deaths),High blood sugar (deaths),Child wasting (deaths),Iron deficiency (deaths)
Ecuador,ECU,2010,8.39277947779,135.936074687,148.441304616,1739.43390174,0.0793171442911,117.199478931,69.9447915133,86.1372043113,112.360271891,71.5031867612,171.944812318,1.02588300898,0.825807673092,4.96362535619,851.894524608,0.197236406776
Ecuador,ECU,2016,5.17214557594,91.9781613819,102.228138451,1434.09009739,0.0820770087478,72.6771310374,49.304000011,50.613125196,60.0634264145,32.7299867301,114.119140964,0.955369101471,0.697694245032,3.94335182589,583.720849089,0.227171044699
Egypt,EGY,1990,713.335423381,9879.32228143,10156.5631735,15659.1844782,0.29875356114,7380.59384737,7772.99659063,19205.2274576,23432.6527808,2323.35114264,15930.5176896,148.364503183,5.32640657457,58.4017822955,44447.0743774,4.52947528388
Egypt,EGY,1995,435.810329541,6744.59419345,6193.4126398,12846.6696287,0.282578356412,4144.68595203,4877.65433131,11367.0510707,14316.7045969,907.989713514,10643.659667,101.202132192,3.69714327343,43.0726218717,29843.826047,3.23937673645
Egypt,EGY,2000,248.114349914,4647.35907719,3669.92872182,10631.3919474,0.290715773936,2553.28642857,3227.88851947,6824.29409981,8273.08064019,357.421694172,7461.57209587,60.336358523,2.98379125324,33.8366645114,19372.3372748,3.46313441833
Egypt,EGY,2005,212.619388656,4241.74805971,3106.26672489,9240.13422492,0.312128328649,1955.10190585,2270.81301984,5981.31649446,7060.22819437,123.144055819,6077.11421735,40.727971927,2.56234677279,27.7034706937,16646.4288249,4.08733063764
Egypt,EGY,2006,221.732510339,4310.91133517,3034.79847901,8985.35585573,0.317400115389,1935.48599193,2108.8398791,6102.36496154,7194.21002939,104.574426019,5880.34404316,39.7331580514,2.47663805858,26.6652664739,16664.0375493,4.14937335398
Egypt,EGY,2010,241.682142566,4275.21363552,2694.01576208,7943.3419066,0.337894814908,1840.4006391,1718.82588372,6015.42964211,7102.32801556,56.1152275748,5182.64953351,35.546125184,2.29021749138,23.6213634643,16077.2434371,4.62875036392
Egypt,EGY,2016,179.222991265,2729.62178481,1464.22144946,5162.24176948,0.312978341748,1171.91721002,905.74811062,3710.81736045,4328.6264817,16.5903574213,3471.3634384,22.1616318431,1.81756541353,15.9309253639,10105.967897,4.93021352063
El Salvador,SLV,1990,71.8876315776,703.150559626,447.508324229,1463.971578,0.0222847335044,677.153549827,79.1697958088,1125.70699074,1305.27340997,401.044815282,289.227219953,5.85296704958,0.267263535912,5.0338107745,1953.06595602,0.0925748971898
El Salvador,SLV,1995,43.8933509273,446.113309924,266.016148565,1152.82024173,0.020756547549,380.75762831,63.358912881,631.155114087,736.902232802,299.50633163,247.745126431,2.7604415478,0.254723314456,4.35633177388,1319.04033956,0.0899697159161
