Entity,Code,Year,Drug use (deaths),Alcohol use (deaths),No access to handwashing facility (deaths),Unsafe water source (deaths),Unsafe sex (deaths),Iron deficiency (deaths),Secondhand smoke (deaths),Household air pollution (deaths),Outdoor air pollution (deaths),High body-mass index (obesity) (deaths),High blood sugar (deaths),High blood pressure (deaths),Poor sanitation (deaths),Iron deficiency (deaths)
American Samoa,ASM,2000,0.0000298333294401,0.00234716295087,0.0101788372414,0.0168396530646,0.00308685304928,0.0862793344704,0.0249548258858,0.0449817814111,0.00492973017261,0.013610798493,0.0335328175903,0.00411571072846,0.00860706178677,0.00174126835203
American Samoa,ASM,2005,0.0000306287761905,0.00279394867816,0.0101145138508,0.0174725277449,0.00532955346168,0.093620434963,0.0225085058934,0.0424057566065,0.00514086300282,0.0129682790495,0.0417903530626,0.00488826196217,0.00860475621061,0.00190148233712
American Samoa,ASM,2006,0.0000308571494458,0.00281088418574,0.00998994983489,0.0176710331421,0.00569002985391,0.0938496488817,0.0220468009702,0.0408888681969,0.00364004563412,0.0121983276698,0.0420163009742,0.00502535647533,0.00864197765681,0.00190449542506
American Samoa,ASM,2010,0.0000343814972599,0.00276263756415,0.00963807487478,0.0187029870475,0.00649136126596,0.0904326599239,0.0216219161398,0.0358970449617,0.00202636667167,0.0111112460092,0.044031262615,0.00541273846048,0.00902007709157,0.00206669182489
American Samoa,ASM,2016,0.0000365819588412,0.00315471279596,0.0094726267354,0.0200098889317,0.00504557635621,0.0996171151697,0.0215668854469,0.0277145793063,0.00310404961742,0.0108395651224,0.0463669134103,0.00571217724788,0.00971897632092,0.00248802351007
Andean Latin America,,1990,0.0747019485656,6.50928962642,229.129711338,282.669277589,2.12642970514,210.315848839,83.0981417834,412.813833797,245.607696146,12.5649692767,20.9329895778,5.2011200663,234.19473476,1.07095361046
Andean Latin America,,1995,0.0894863671133,6.94649854445,165.952028324,203.553507948,3.45177185903,228.672916582,66.4748411367,271.059372677,209.111664032,9.04584552354,20.7407548543,4.81188932208,176.355495684,1.07205523165
Andean Latin America,,2000,0.112386418676,6.90974128912,118.674009471,136.06253783,6.45143652724,159.500770866,56.4844534635,196.944995755,189.842404671,5.55056184348,19.9348066869,4.08997012985,109.655163267,1.20416594942
Andean Latin America,,2005,0.146672017512,7.12189498817,88.8242669998,92.2119092159,7.88221614296,119.713368359,49.212082352,166.740242468,194.429105251,4.0843807936,18.7359387935,4.04254532026,72.8532419676,1.18810609458
Andean Latin America,,2006,0.149494837988,7.34117199399,84.736460616,86.2338243624,8.07734995325,112.852081301,46.6702960701,161.472399751,183.728326243,3.92795418377,18.4671972204,4.01451857269,68.5988527402,1.17084603312
Andean Latin America,,2010,0.152104052596,8.4136926857,65.9378093573,61.8846630928,6.51943422601,101.047428267,36.6174096672,124.415260163,136.153815077,3.16813805258,16.8189542452,3.82970874434,51.6807526147,1.10767068812
Andean Latin America,,2016,0.122567566554,8.15917892877,44.1162903216,37.9904038431,5.16327087243,85.5670518571,26.8884367585,71.4696507385,95.4651975478,2.38783902407,13.2956631964,3.28060987785,33.3104504678,1.0296755644
Andorra,AND,1990,0.000010911294564,0.00664912124355,0.00024933080012,0.0000957571533013,0.000448766323093,0.00163986983124,0.00463288501349,0.000612626480311,0.00302129068894,0.00162927432802,0.00270965669903,0.000737983625077,0.0000778640897073,0.00021384283805
Andorra,AND,1995,0.0000107328857407,0.00722239726584,0.000232486505303,0.0000893215114596,0.00118197464398,0.00189582648785,0.00387447941127,0.00034066868185,0.00272256016207,0.00151319779688,0.00234502660723,0.000757494108632,0.0000675917815059,0.000235917940848
Andorra,AND,2000,0.0000100727952809,0.00642080971628,0.00018567336428,0.0000775990151103,0.00143560752095,0.00174673130893,0.00289788824067,0.000189815601364,0.00209115748404,0.00123868342119,0.00179803912193,0.000672338973218,0.0000490932912123,0.000222988188785
Andorra,AND,2005,0.0000116756180085,0.00623285089414,0.000200397044634,0.0000933297220763,0.00106998367564,0.00193442227961,0.00309739322102,0.00016678590467,0.00226844567962,0.00142255251318,0.0019712091225,0.000762602269429,0.0000480230920049,0.000251435479555
Andorra,AND,2006,0.0000117287213912,0.00614904003775,0.000201621340319,0.0000960958216422,0.000864599382472,0.00196140298133,0.0031111341181,0.000158815364428,0.0022734836894,0.00142523350728,0.00197912380303,0.000772057448,0.0000477806239121,0.000255407375077
Andorra,AND,2010,0.0000121111293562,0.00582419136672,0.0001969478527,0.000105087636596,0.000452105707198,0.00210414869789,0.00286244897993,0.0001259959842,0.00216039268843,0.00142541434023,0.00202391852811,0.000806211489267,0.0000465063940264,0.000268447795364
Andorra,AND,2016,0.000011790908692,0.00539948347875,0.000196056660375,0.00010762917468,0.000443031599214,0.00213491862216,0.00273093390622,0.0000961244999003,0.00211023164322,0.00142837764432,0.0020589914706,0.000816173839502,0.0000421346864817,0.00026821135257
Angola,AGO,1990,0.000736936076388,0.752844173459,394.596888531,607.472475456,1.91163225154,101.842487594,33.9449318667,199.614038799,94.6965260567,2.2662014197,5.74049030174,0.720446186451,500.251821504,0.309911154727
Angola,AGO,1995,0.000836031628798,0.982072306951,423.571370634,650.179340239,4.52911051797,123.038588646,37.3325081649,218.566433629,103.87217182,2.59217370234,6.34125766766,0.811802851643,532.851579171,0.377867191598
Angola,AGO,2000,0.000940154181137,1.12803729512,464.396955705,705.517145694,18.1671953774,137.413362801,38.0319266377,237.756372238,122.857621201,3.37087901804,7.15779949882,0.925389783765,561.674138763,0.499544453387
Angola,AGO,2005,0.00121503863277,1.68092885134,547.051501667,818.140449072,57.0448305681,134.848921679,43.4327239449,260.220118469,142.469949299,4.61511672196,9.06730318135,1.19961117183,643.301294734,0.682506174569
Angola,AGO,2006,0.0012690953181,1.8338624769,585.451870597,883.693516523,67.8222428919,134.090866781,43.7923994865,256.419087727,142.474559499,4.8153478822,9.30853389671,1.2331748838,695.348371774,0.730235004054
Angola,AGO,2010,0.00149860278162,2.38746495289,528.053991526,772.441033058,115.397703201,127.286603762,45.7917752147,250.263087807,141.264052581,5.55751024339,10.1484972803,1.34208317071,626.381712123,0.884074303387
Angola,AGO,2016,0.00138253310416,2.87768707166,391.535184336,575.732066596,148.578136749,106.360305876,34.4681980198,147.437993976,115.327986711,4.78370465991,7.6375649518,1.05563162189,458.743849639,0.982098466589
Antigua and Barbuda,ATG,1990,0.00000471191596079,0.00144608100826,0.0198567998244,0.0265057299221,0.00273397995309,0.0218719116598,0.0184929905763,0.00771571795162,0.0250109535217,0.00405108148358,0.014663662915,0.00284569776293,0.0203092878779,0.00189384379441
Antigua and Barbuda,ATG,1995,0.00000580928275388,0.00165358889566,0.0149016319017,0.0203158144123,0.00891869799062,0.023293389512,0.0160193417487,0.00466565038462,0.0208082285965,0.00336989257205,0.0140618003726,0.00262037178311,0.0139230801614,0.00184034331291
Antigua and Barbuda,ATG,2000,0.00000947668083933,0.00246066401297,0.0151193752343,0.0174220188637,0.0205161337723,0.0241850060076,0.020352056941,0.00455353194545,0.0264392180273,0.00392521954929,0.0221787629075,0.00315459991491,0.00998975739079,0.00183528126629
Antigua and Barbuda,ATG,2005,0.0000102052802912,0.00362386514529,0.017849749482,0.0176397696531,0.011030939138,0.0261509236724,0.0273402000623,0.00524393375964,0.0339716446013,0.00502080052247,0.0297002343,0.00364405617902,0.00913140837502,0.00199715726716
Antigua and Barbuda,ATG,2006,0.0000104323498252,0.00357718198862,0.0171751347331,0.0168324868079,0.0118192336864,0.0253654329797,0.0272913376496,0.00487014259829,0.0322040029748,0.00486122814755,0.0296977164321,0.00357313362314,0.00861782278177,0.00193799552856
Antigua and Barbuda,ATG,2010,0.000010311306745,0.00380889594627,0.015152462053,0.0149423009338,0.00891368928597,0.0245388471507,0.0239382607795,0.0035998516124,0.0261024235959,0.00432027072249,0.0261573141464,0.00329026768653,0.00754747362651,0.0017870299851
Antigua and Barbuda,ATG,2016,0.00000867445339363,0.00408812825849,0.0124994615413,0.0127527221552,0.00724945598421,0.0234125370214,0.019207040621,0.00215475837807,0.0259989827573,0.00376445155024,0.0217065722644,0.00292559061183,0.00634537335136,0.00162001049151
Argentina,ARG,1990,0.102235270881,5.47239137789,7.69938671833,11.0287064108,3.27989864789,27.4028574771,19.167666406,8.16976925537,14.3866510709,0.979157859284,10.3156464337,1.57794622336,8.12283973872,0.752354450705
Argentina,ARG,1995,0.113419269005,5.75682426576,5.04357461488,8.12224168626,4.0001226974,22.0553291778,18.3300778829,5.38329737091,13.9359760505,0.88666129015,10.3072723537,1.42103917712,5.50347891328,0.772600316702
Argentina,ARG,2000,0.13731307867,5.47692890265,3.26519495804,5.51394062948,5.87348137887,17.4036599835,17.2215618232,3.84147922884,13.2061779643,0.673516572085,10.1338975623,1.18348724813,3.33154859906,0.786538824046
Argentina,ARG,2005,0.194825770591,5.22996817735,2.7309802261,4.03995406437,5.17946289038,16.5525304144,16.7535740379,3.17358176518,13.3691350259,0.644218656709,10.0653991747,1.16813532592,2.0043298706,0.792507737717
Argentina,ARG,2006,0.20472297561,5.37640994557,2.7472891995,3.87180624182,5.61968889984,17.1135462823,17.5504471375,3.13362724394,13.9426581632,0.677616545482,10.2525088985,1.19609404609,1.83443631192,0.790237128319
Argentina,ARG,2010,0.18280785283,5.85076330792,2.28106696504,3.07788139535,4.84450459429,17.8795579192,15.7539721563,2.16588306429,12.3671197601,0.551707211861,8.15529763308,1.12314600496,1.22755873761,0.753503630783
Argentina,ARG,2016,0.157764462233,5.97875165583,1.81549039555,2.42582162013,3.72281043733,19.9332071817,13.0861571235,1.26612747699,10.6093976889,0.512234052163,6.96744873172,1.08466056435,0.800798373532,0.718794600161
Armenia,ARM,1990,0.00113104440641,0.43148630974,2.7245533748,5.11166166856,0.155065207963,15.2079843649,9.28939452991,13.3335608291,7.31280768226,0.0286466538926,2.02893276032,0.117162344485,4.7338200178,0.983462184203
Armenia,ARM,1995,0.00122465868541,0.328193537697,2.53608793181,5.16401066583,0.170708785851,13.6927331142,7.74316552061,9.84984761014,5.28512461975,0.0257940424422,2.67170511914,0.118474234298,4.64848003988,0.877966854878
Armenia,ARM,2000,0.00103060269016,0.240624709549,1.21965313812,2.19139424454,0.129769391865,9.91674399699,4.47932078515,3.81994105473,3.13655193257,0.0157403892935,2.36482857705,0.111795733493,1.9370572392,0.575540206746
Armenia,ARM,2005,0.00102051916107,0.218020190702,0.578360304752,0.620546487643,0.0372371372556,2.75053414279,3.10816487877,2.40719217359,2.46591678424,0.0108590183465,1.85779456659,0.106745611603,0.545912325501,0.0866903657341
Armenia,ARM,2006,0.0010608681896,0.215748953143,0.501134177846,0.475984463544,0.0302633828214,1.90733030022,2.89417646994,2.13534775947,2.3430583245,0.010220248095,1.72867202952,0.106624405884,0.420108877183,0.0463967670577
Armenia,ARM,2010,0.00104503085382,0.217458144094,0.361476459435,0.281262519481,0.0216734158868,1.1183552238,2.36989997195,1.27494668152,2.11789528377,0.00893245527849,1.47215660989,0.109104296921,0.254093354846,0.0224585466596
Armenia,ARM,2016,0.000822395499813,0.237845827361,0.240241510775,0.183186533942,0.0191193265474,0.982200818055,1.66364196902,0.724196969892,1.57077320622,0.00852230420275,0.908999083023,0.0843871846145,0.168257870459,0.0183983167771
Australasia,,1990,0.0450040019698,4.91700468915,0.149598660068,0.10936593903,0.644385257499,1.17006030319,1.21715251785,0.0748207911048,0.423594281803,1.8261495612,1.50674143278,0.308518315438,0.0752788253929,0.10529900163
Australasia,,1995,0.0538514613482,3.92574587545,0.143397238421,0.123271492964,0.849780218314,1.28586909058,1.08769565545,0.0287445375146,0.390099970736,1.87682556314,1.66282786692,0.345468779473,0.0733851416456,0.110603541588
Australasia,,2000,0.0575952057831,3.3508842585,0.120173367702,0.110061214257,0.406176282379,1.26951012893,1.0122780997,0.0224089945386,0.343647494931,1.54108200756,1.570140387,0.350033073107,0.0543349095291,0.113277671489
Australasia,,2005,0.0441099139177,3.02222178637,0.107105739542,0.138320950733,0.290525131262,1.10068262935,0.827320383395,0.0184910994125,0.259019178057,1.10131312725,1.33052062632,0.320221213162,0.0506415181573,0.108690835434
Australasia,,2006,0.0437841892051,3.01769619079,0.108954250941,0.153434590236,0.41320559068,1.1549261517,0.802793164308,0.0175861070553,0.241187020194,1.07833465572,1.30076138864,0.315342523082,0.0539523470008,0.107358421289
Australasia,,2010,0.0431501197104,2.95106020004,0.115964754421,0.20370672888,0.278235277311,1.24057369814,0.750371082741,0.0135195042617,0.194924295357,1.08409217347,1.23695762403,0.303393328911,0.0585319615713,0.107999411808
Australasia,,2016,0.0467582319804,2.82256526332,0.114027273903,0.231018923349,0.231789938617,1.1736971374,0.685353389167,0.00919180617452,0.18590468132,0.9914460459,1.02109172107,0.285197534111,0.0520248607778,0.107873006123
Australia,AUS,1990,0.0350232615093,3.90750821662,0.107040063416,0.0703895433286,0.544396373196,1.0467998748,0.934853386904,0.0565917516237,0.323694205942,1.39954476045,1.28719282341,0.252096039398,0.047523818048,0.0881548048615
Australia,AUS,1995,0.0422531052452,3.07864137204,0.115717740012,0.0996899306549,0.677969149032,1.16243665829,0.906051536872,0.0232023008291,0.322723105189,1.45539747663,1.44797674261,0.287423545823,0.058667490163,0.0924549135617
Australia,AUS,2000,0.0426690925492,2.67257114767,0.0997434426978,0.0840529581859,0.315042742925,1.165472126,0.892290953612,0.0189467855612,0.302420812618,1.08027172808,1.29245715562,0.291361172036,0.0406174263754,0.0941371029741
Australia,AUS,2005,0.0317381555669,2.42448216261,0.0882008057082,0.104491396637,0.245166715644,0.993065763222,0.73349790342,0.0157183710222,0.231309619313,0.766636837819,1.0964578313,0.264783152765,0.0368078303358,0.0894854962813
Australia,AUS,2006,0.0322541288664,2.42911589155,0.0894514373899,0.114861039191,0.308195149853,1.03866872378,0.714713305778,0.0150894258086,0.217009770564,0.759611964739,1.09051970455,0.26194236296,0.0386181129804,0.0885521197378
Australia,AUS,2010,0.0329703380639,2.40230361267,0.0927968103348,0.14404437313,0.221344064347,1.12180030147,0.6788941526,0.0118248064736,0.17895331503,0.797154122525,1.07777042199,0.256402309737,0.0389829523324,0.0900493138228
Australia,AUS,2016,0.0377823640348,2.3312262125,0.0905571320291,0.167018555056,0.182373833238,1.0596589741,0.615771272672,0.00786192612152,0.168881055935,0.71918660364,0.871947596732,0.237808263129,0.0355363782188,0.0893527785445
Austria,AUT,1990,0.00551200076161,1.8082864264,0.0277003232623,0.0145018873402,0.122537385891,0.374091156978,0.611614164087,0.0707961135193,0.515256170975,0.115470963171,0.338833038753,0.0906825922414,0.0111494237538,0.0310022232378
Austria,AUT,1995,0.00661266384507,1.55548388397,0.0227956636693,0.0128666616718,0.223560091636,0.263247688507,0.421842752783,0.0415758939547,0.374804551806,0.1151439575,0.347944245472,0.10519722129,0.0105521761177,0.0332385801682
Austria,AUT,2000,0.00614332315207,1.2402223555,0.0193583506937,0.0106201503602,0.0799200681255,0.247666200874,0.348545417427,0.0297060893289,0.301789672557,0.0897267481364,0.330377700721,0.109900458533,0.00973133422862,0.0334332449994
Austria,AUT,2005,0.00503789132156,1.02720676093,0.0164608607997,0.0122524756973,0.115744944593,0.249302558182,0.272387084286,0.0189011911897,0.233376626978,0.0619488262456,0.353064973536,0.103629255541,0.011197753169,0.0306818534851
Austria,AUT,2006,0.00447808933293,0.9634226485,0.0146508002056,0.0118819483646,0.0787840058059,0.239657865197,0.232535535911,0.0154567627594,0.199225876103,0.05229767711,0.318389142084,0.09626615393,0.0108289254831,0.0291391820964
Austria,AUT,2010,0.00326500564414,0.764625993166,0.0131336288579,0.0136354899618,0.0703915252439,0.231392944827,0.171948494522,0.00991553305005,0.15065841282,0.0336007313284,0.260458839294,0.0840897531806,0.012219519316,0.0258545429958
Austria,AUT,2016,0.00301197416211,0.641083487781,0.010555271679,0.0103945325856,0.0590653612989,0.222544488926,0.132851302459,0.00585561470828,0.118012981641,0.0278748885885,0.209598810625,0.0777755726969,0.00907437026329,0.0240107146669
Azerbaijan,AZE,1990,0.00276997911285,1.0965206397,19.0449349718,9.566283637,0.57232901582,9.07919988717,55.6743403962,88.4858197356,66.1403424365,0.146347082091,8.72072227636,0.28030634762,10.5957008272,1.32252000417
Azerbaijan,AZE,1995,0.00280550219003,1.41324205086,26.4359756161,12.119804679,0.987810009731,9.6694288072,82.1294258786,120.932545053,88.2387932769,0.214017563027,15.2735515381,0.400693929683,13.5006055463,1.50926083779
Azerbaijan,AZE,2000,0.00461957274952,0.706962764213,27.7385995957,13.9126890491,0.519350277364,7.68598442253,87.7240437336,97.2631578277,99.2751432921,0.242290359839,23.1791180053,0.593291057283,15.0751878452,1.61662328905
Azerbaijan,AZE,2005,0.00646566745332,0.838544136067,14.1101744259,6.86979028832,0.307132940527,6.62909610419,53.9139722967,39.5282264486,54.8504273423,0.175484316238,18.9121711971,0.560577581488,6.94467814926,1.17875534627
Azerbaijan,AZE,2006,0.00689378653278,0.823695673355,12.0779186232,5.57682406434,0.296701979852,6.83886939137,50.3700563617,32.8674548595,51.6088430274,0.167745810817,17.8964351946,0.534991164532,5.53979494234,1.08601322881
Azerbaijan,AZE,2010,0.00586842846856,0.920562786912,7.30261939249,2.90051983089,0.247247498579,6.2781277876,44.5888194584,21.8152079955,45.1277055256,0.144010486867,14.2676935445,0.434051503644,2.76053532483,0.840489393529
Azerbaijan,AZE,2016,0.00335507137342,1.05673454807,3.66801717702,1.57619290403,0.0884545366343,5.31310553334,28.7529479058,12.0567366085,31.5941106984,0.0978048462274,7.58664181609,0.275400091413,1.50270823013,0.496244656686
Bahamas,BHS,1990,0.0000355150132029,0.06663097054,0.0911112965752,0.117873753516,0.0421826223743,0.104101752536,0.084341688302,0.075371188367,0.205686080722,0.031718221688,0.0835517426062,0.0437039976505,0.0634659194242,0.00896348678995
Bahamas,BHS,1995,0.0000375956391177,0.0617002208103,0.07191794582,0.0901695488878,0.101546144546,0.102815026991,0.0755051906593,0.0521487051308,0.170860007599,0.0268959998648,0.0893723425269,0.0437294368154,0.0434441145461,0.00869041057923
Bahamas,BHS,2000,0.0000331930441644,0.0588148114818,0.0508133272476,0.0579660500542,0.201235527146,0.0763822109062,0.0639530815603,0.0340636647844,0.135868990196,0.0211713506587,0.0791157381987,0.0272718220719,0.0243840443895,0.00710933779882
Bahamas,BHS,2005,0.0000427038158257,0.0579627752808,0.0451755061359,0.0397214133276,0.122323643269,0.0883220122116,0.061306760653,0.0285971879598,0.131672818642,0.0216371246392,0.0856155532147,0.0275109986096,0.0175026634197,0.00611167961207
Bahamas,BHS,2006,0.000044525520521,0.0553561328898,0.0433098025793,0.037813752019,0.130543883897,0.059677096553,0.0612135229961,0.0263140683944,0.118727208393,0.0198435401661,0.0831932777684,0.0261163542176,0.0167719892967,0.00587625906591
Bahamas,BHS,2010,0.000042317138436,0.0611531441092,0.0373296365549,0.0312562471312,0.098829741258,0.0741055612608,0.0556846573294,0.0204631639202,0.080149406502,0.0152389665231,0.072299656404,0.0241963648029,0.0141283065629,0.00524883617585
Bahamas,BHS,2016,0.0000364125881017,0.0566775022953,0.034276189065,0.0308080213361,0.0665707970382,0.0684595068232,0.0477945785886,0.0147418643325,0.0752560812207,0.0133638655589,0.0598381182397,0.0208979905701,0.0142099327822,0.0052254266989
Bahrain,BHR,1990,0.0000919084850906,0.0545799760189,0.0981380184042,0.211793402189,0.0109998520455,0.134426028924,0.205026326732,0.183101823625,0.658304860937,0.0444909856439,0.601867123429,0.036615158617,0.124072093566,0.00995331020544
Bahrain,BHR,1995,0.000116829932493,0.0584400100804,0.0881025614843,0.183157457832,0.0123005181599,0.136507152823,0.211190438192,0.11738917149,0.684966685979,0.0536051657131,0.834807139549,0.0385814464338,0.088642686941,0.0128868941681
Bahrain,BHR,2000,0.000132007335618,0.109997196741,0.098550265175,0.176268011128,0.0143738409941,0.137008833195,0.255330977132,0.093868975224,0.726236351018,0.0517527100504,0.901576718879,0.0421283338439,0.0757470689071,0.0130208293666
Bahrain,BHR,2005,0.000145167896283,0.0507672631186,0.106932437317,0.153175823971,0.0186603729908,0.147157158566,0.31404580807,0.0544353102204,0.775220156398,0.0390176146416,0.8700643595,0.0431637178717,0.0591879922914,0.0121132476907
Bahrain,BHR,2006,0.000146086606594,0.0705764506532,0.106828892698,0.146961251315,0.0194563284564,0.154607963252,0.319211707156,0.0503411312127,0.805157431313,0.0362802536848,0.851034943777,0.0425580216427,0.056181647341,0.0118083125469
Bahrain,BHR,2010,0.000135274084114,0.0508676115563,0.096236380991,0.127245550063,0.0218673824146,0.166238756904,0.273726315907,0.0333707859557,0.800543345003,0.0271247410679,0.735856564799,0.0386701611492,0.0460978398553,0.00977971633132
Bahrain,BHR,2016,0.000135078698123,0.0510325571071,0.0974216798305,0.131700203049,0.0275265791557,0.152063314923,0.253379793673,0.0224512157672,0.87849454983,0.0239837056695,0.709196670659,0.0410620078396,0.0451487739946,0.0097661573605
Bangladesh,BGD,1990,0.0350351458184,0.0953842184602,2146.46802915,3441.25836776,35.2344349087,1471.2018479,291.944682551,1465.81780285,983.373733085,13.7991436812,69.5772457706,35.6144656129,2996.97664732,8.78228948246
Bangladesh,BGD,1995,0.0395440773424,0.126041507631,1714.97523845,2648.41780804,28.4026104208,1240.88338485,213.060158638,1383.82998877,956.974876342,13.6136983356,89.4420647325,36.0136940853,2289.70018358,7.89534405376
Bangladesh,BGD,2000,0.033891313197,0.200070632507,1267.50158073,1881.81190719,16.3307935845,991.669478935,173.788516132,1201.90385919,852.080094736,10.7337314231,105.144753802,38.0578791882,1610.74727658,11.3396768604
Bangladesh,BGD,2005,0.0273758422751,0.324725455792,949.239670994,1417.87116628,6.27102466938,759.156970511,135.252726104,880.860583684,699.061877275,9.98259760232,106.517836635,38.5547798189,1194.02781732,17.5409940291
Bangladesh,BGD,2006,0.0265953217156,0.327142585619,893.485409246,1335.91125307,5.7865910335,694.777931016,126.014633647,825.812609421,660.195210031,9.80098588984,99.829061591,38.5069224085,1119.4286704,17.0778016251
Bangladesh,BGD,2010,0.0229314107234,0.370075807606,671.879269157,992.503566521,4.97403331877,522.667254083,94.6771314878,640.041232123,531.620020456,8.7126115111,77.0905310648,36.8554139036,809.58028374,17.5251973556
Bangladesh,BGD,2016,0.0171584401716,0.454555416684,416.83181793,611.019337125,4.40652675925,354.908616964,61.4585992214,394.178132372,381.307613422,6.43611969119,46.5848869103,28.488220916,473.277756292,14.4018697925
